id_champi;nom
1097;Simocybe haustellaris
1098;Simocybe rubi
1099;Sparassis crispa
1100;Sparassis laminosa
1101;Spathularia flava
1102;Spathularia flavida
1103;Sphaerobolus stellatus
1104;Spongiporus caesius
1105;Steccherinum fimbriatum
1106;Stereum gausapatum
1107;Stereum hirsutum
1108;Stereum ochraceoflavum
1109;Stereum purpureum
1110;Stereum sanguinolentum
1111;Strobilomyces strobilaceus
1112;Strobilurus esculentus
1113;Strobilurus stephanocystis
1114;Strobilurus tenacellus
1115;Stropharia aeruginosa
1116;Stropharia albocrenulata
1117;Stropharia coronilla
1118;Stropharia rugoannulata
1119;Stropharia semiglobata
1120;Suillus bellinii
1121;Suillus bovinus
1122;Suillus bresadolae var flavogriseus
1123;Suillus collinitus
1124;Suillus flavidus
1125;Suillus granulatus
1126;Suillus grevillei
1127;Suillus luteus
1128;Suillus mediterraneensis
1129;Suillus placidus
1130;Suillus sibiricus
1131;Suillus sibiricus var. Helveticus
1132;Suillus tridentinus
1133;Suillus variegatus
1134;Suillus viscidus
1135;Tapesia fusca
1136;Tapinella panuoides
1137;Tarzetta catinus
1138;Tarzetta cupularis
1139;Tephrocybe ambusta
1140;Tephrocybe anthracophila
1141;Tephrocybe connatum
1142;Tephrocybe decastes
1143;Tephrocybe fumosum
1144;Tephrocybe loricatum
1145;Tephrocybe palustris
1146;Thelephora anthocephala
1147;Thelephora caryophyllea
1148;Thelephora palmata
1149;Thelephora terrestris
1150;Trametes gibbosa
1151;Trametes hirsuta
1152;Trametes suaveolens
1153;Trametes trogii
1154;Trametes versicolor
1155;Tremella encephala
1156;Tremella foliacea
1157;Tremella fuciformis
1158;Tremella mesenterica
1159;Tremiscus helvelloides
1160;Trichaptum abietinum
1161;Trichaptum fuscoviolaceum
1162;Trichoderma viride
1163;Tricholoma acerbum
1164;Tricholoma album
1165;Tricholoma astrosquamosum
1166;Tricholoma auratum
1167;Tricholoma aurantium
1168;Tricholoma batschii
1169;Tricholoma cingulatum
1170;Tricholoma colossus
1171;Tricholoma columbetta
1172;Tricholoma equestre
1173;Tricholoma fracticum
1174;Tricholoma fulvum
1175;Tricholoma imbricatum
1176;Tricholoma inamoenum
1177;Tricholoma myomyces
1178;Tricholoma pardinum
1179;Tricholoma populinum
1180;Tricholoma portentosum
1181;Tricholoma psammopus
1182;Tricholoma saponaceum
1183;Tricholoma scalpturatum
1184;Tricholoma sejunctum
1185;Tricholoma stans
1186;Tricholoma sulfureum
1187;Tricholoma sulphureum
1188;Tricholoma terreum
1189;Tricholoma ustale
1190;Tricholoma vaccinum
1191;Tricholoma virgatum
1192;Tricholomopsis decora
1193;Tricholomopsis rutilans
1194;Tubaria confragosa
1195;Tubaria conspersa
1196;Tubaria hiemalis
1197;Tuber aestivum
1198;Tuber brumale
1199;Tuber melanosporum
1200;Tuber mesentericum
1201;Tulostoma brumale
1202;Tulostoma fimbriatum
1203;Tulostoma squamosum
1204;Tylopilus felleus
1205;Tyromyces caesius
1206;Tyromyces guttulatus
1207;Tyromyces ptychogaster
1208;Ustulina deusta
1209;Vascellum pratense
1210;Verpa bohemica
1211;Verpa conica
1212;Verpa digitaliformis
1213;Vibrissea leptospora
1214;Vibrissea truncorum
1215;Volvaria bombycina
1216;Volvariella bombycina
1217;Volvariella gloiocephala
1218;Volvariella hypopythis
1219;Volvariella parvula
1220;Volvariella pusilla
1221;Volvariella speciosa
1222;Volvariella surrecta
1223;Volvariella taylori
1224;Volvariella volvacea
1225;Vuilleminia comedens
1226;Xanthoria parietina
1227;Xerocomus armeniacus
1228;Xerocomus badiorufus
1229;Xerocomus badius
1230;Xerocomus chrysenteron
1231;Xerocomus dryophilus
1232;Xerocomus ferrugineus
1233;Xerocomus leonis
1234;Xerocomus parasiticus
1235;Xerocomus porosporus
1236;Xerocomus pruinatus
1237;Xerocomus ripariellus
1238;Xerocomus rubellus
1239;Xerocomus spadiceus
1240;Xerocomus subtomentosus
1241;Xeromphalina campanella
1242;Xeromphalina fellea
1243;Xerula pudens
1244;Xerula radicata
1245;Xylaria carpophila
1246;Xylaria hypoxylon
1247;Xylaria longipes
1248;Xylaria polymorpha
1249;Xylobolus frustulatus
